HardwareTimestamp,PythonTimestamp,ax,ay,az,gx,gy,gz,mx,my,mz,temp,press,alt,head,sat,lat,lon,gpsAlt
1195707,1194874.8010253906,-9.35367374420166,-2.800912094116211,0.19184015989303593,-0.05222664400935173,0.029577335342764854,0.011457886546850204,-2.8694976043701175,4.411484832763672,-14.100901565551759,35.599998474121094,101590.0,12.527865409851074,160.10552978515625,3.0,0.0,0.0,0.0
1195747,1194881.4790039062,-9.399164009094239,-2.8116859912872316,0.21697925329208378,-0.05249311029911041,0.028245022520422935,0.015188361518085003,-3.0278247070312503,3.9115048599243165,-16.350811920166016,35.599998474121094,101590.0,12.278670310974121,162.3576202392578,3.0,0.0,0.0,0.0
1195787,1194888.9523925781,-9.442259597778321,-2.8475989818573,0.18465750217437749,-0.051160797476768494,0.026379786431789398,0.008260336704552174,-2.8694976043701175,4.261490936279297,-16.309145889282227,35.599998474121094,101590.0,12.029985427856445,160.7133331298828,3.0,0.0,0.0,0.0
1195827,1194895.4284667969,-9.540421295166016,-2.799714994430542,0.2528923034667969,-0.052759572863578796,0.030110260471701622,0.0034640124067664146,-2.802833862304688,4.00316822052002,-16.959120712280274,35.599998474121094,101590.0,12.444799423217773,161.67987060546875,3.0,0.0,0.0,0.0
1195867,1194902.2580566406,-9.461413192749024,-2.8092917919158937,0.18585460186004643,-0.053292494267225266,0.024514546617865562,0.01119142398238182,-2.8694976043701175,3.7865101051330567,-17.925747833251954,35.599998474121094,101590.0,12.444799423217773,162.66763305664062,3.0,0.0,0.0,0.0
1195907,1194907.9423828125,-9.463806915283204,-2.7913352966308596,0.13557641506195073,-0.054624807089567184,0.026113322004675865,0.008260336704552174,-2.744503326416016,4.411484832763672,-16.93412109375,35.599998474121094,101590.0,11.863862991333008,159.9213104248047,3.0,0.0,0.0,0.0
1195947,1194914.7939453125,-9.403952407836915,-2.8380221843719484,0.2229647517204285,-0.051160797476768494,0.033041346818208694,0.009326186962425709,-2.944494552612305,4.211493129730225,-14.209229431152345,35.599998474121094,101590.0,12.610931396484375,161.02218627929688,3.0,0.0,0.0,0.0
1195987,1194920.8266601562,-9.419514465332032,-2.8188685894012453,0.13437931537628178,-0.05302603542804718,0.02025114931166172,0.0074609494768083096,-2.7028382492065433,4.211493129730225,-16.734129867553712,35.599998474121094,101590.0,12.527865409851074,160.67904663085938,3.0,0.0,0.0,0.0
1196027,1194928.8835449219,-9.486552047729493,-2.846401882171631,0.12719665765762334,-0.053292494267225266,0.031709033995866776,0.008526799269020557,-2.9028304290771487,4.06149923324585,-17.442433319091798,35.599998474121094,101590.0,12.361734390258789,161.57643127441406,3.0,0.0,0.0,0.0
1196067,1194934.1162109375,-9.52366237640381,-2.8631612777709963,0.19423435926437382,-0.054091885685920715,0.029577335342764854,0.011990811675786972,-2.49451286315918,5.753098125457764,-16.87579055786133,35.599998474121094,101590.0,12.527865409851074,154.208740234375,3.0,0.0,0.0,0.0
1196107,1194940.8439941406,-9.514085578918458,-2.7709843635559084,0.17508070468902592,-0.05142726004123688,0.027445634827017784,0.00559571199119091,-2.5111792755126956,5.561439151763916,-17.00078483581543,35.599998474121094,101590.0,11.697742462158203,154.9745330810547,3.0,0.0,0.0,0.0
1196147,1194947.451171875,-9.415922927856446,-2.8344308853149416,0.14635031223297124,-0.05382541939616203,0.028245022520422935,0.011724349111318588,-2.8778308105468753,6.019754047393799,-14.709210357666016,35.599998474121094,101590.0,11.94692325592041,153.9083251953125,3.0,0.0,0.0,0.0
1196187,1194958.2526855469,-9.317760276794434,-2.823656988143921,0.2038111567497254,-0.05249311029911041,0.026379786431789398,0.009326186962425709,-2.49451286315918,5.5197740745544435,-12.500964126586915,35.599998474121094,101590.0,12.777066230773926,155.10560607910156,3.0,0.0,0.0,0.0
1196227,1194961.7229003906,-9.419514465332032,-2.826051187515259,0.10924016237258916,-0.05196018144488335,0.02717917412519455,0.014388973824679852,-2.8694976043701175,4.086497898101807,-15.584174118041993,35.599998474121094,101590.0,12.361734390258789,161.42820739746094,3.0,0.0,0.0,0.0
1196267,1194971.2775878906,-9.44345645904541,-2.803306293487549,0.19184015989303593,-0.05196018144488335,0.028245022520422935,0.008793261833488941,-2.944494552612305,4.169828052520752,-14.792540512084962,35.599998474121094,101590.0,12.19560718536377,161.1914520263672,3.0,0.0,0.0,0.0
1196833,1195525.6687011719,-9.479368972778321,-2.8416134834289553,0.1667010068893433,-0.05062786862254143,0.02931087277829647,0.018385911360383034,-2.9611609649658206,3.9781690788269044,-17.192444763183595,35.70000076293945,101592.0,12.444799423217773,161.99668884277344,3.0,0.0,0.0,0.0
